iter	MultiClass	Accuracy
140	0.03995477109	0.9994075829
141	0.0396709542	0.9994075829
142	0.03962682656	0.9994075829
143	0.03865502085	0.9994075829
144	0.03826902552	0.9994075829
145	0.03774949826	0.9994075829
146	0.03769474537	0.9994075829
147	0.03761499641	0.9994075829
148	0.03754004934	0.9994075829
149	0.03750019613	0.9994075829
150	0.03740788668	0.9994075829
151	0.03681109554	0.9994075829
152	0.03641819283	0.9994075829
153	0.03586793569	0.9994075829
154	0.03560833714	0.9994075829
155	0.03557768435	0.9994075829
156	0.0351228912	0.9994075829
157	0.03505563986	0.9994075829
158	0.03488819674	0.9994075829
159	0.03476378261	0.9994075829
160	0.03445983413	0.9994075829
161	0.03434488777	0.9994075829
162	0.03417073805	0.9994075829
163	0.03371381807	0.9994075829
164	0.03355530361	0.9994075829
165	0.03331232046	0.9994075829
166	0.03275545116	0.9994075829
167	0.03258861012	0.9994075829
168	0.03242722652	0.9994075829
169	0.03207562957	0.9994075829
170	0.0320573596	1
171	0.03177997877	1
172	0.03160730761	1
173	0.03144063788	1
174	0.03138013412	1
175	0.03106930136	1
176	0.03096816649	1
177	0.03032201053	1
178	0.02998403377	1
179	0.02982794929	1
180	0.02959638599	1
181	0.02943915502	1
182	0.02932292178	1
183	0.02918329337	1
184	0.02913871899	1
185	0.02893499529	1
186	0.02888873523	1
187	0.02878916752	1
188	0.02874672397	1
189	0.02858625829	1
190	0.02849310102	1
191	0.02760845597	1
192	0.02749404056	1
193	0.02737077755	1
194	0.02730250526	1
195	0.02689232563	1
196	0.02647275017	1
197	0.02624788442	1
198	0.02596021463	1
199	0.02543497024	1
200	0.02533627535	1
201	0.02527210024	1
202	0.02521907061	1
203	0.02491353289	1
204	0.02480860417	1
205	0.02477586758	1
206	0.02470312467	1
207	0.02466427463	1
208	0.02464725855	1
209	0.02457078191	1
210	0.02449018459	1
211	0.02445784271	1
212	0.02443074826	1
213	0.02431637964	1
214	0.02423013854	1
215	0.02416557332	1
216	0.02397219278	1
217	0.02395745531	1
218	0.0238996214	1
219	0.02378897564	1
220	0.02376662615	1
221	0.02363050811	1
222	0.02358156908	1
223	0.02328724307	1
224	0.02326599114	1
225	0.02321368226	1
226	0.02279780471	1
227	0.02260448259	1
228	0.02259526581	1
229	0.02234119441	1
230	0.02217539213	1
231	0.02216599931	1
232	0.02198276996	1
233	0.02193150923	1
234	0.02192357883	1
235	0.02176575053	1
236	0.02173779082	1
237	0.02141240788	1
238	0.02134225065	1
239	0.02132086211	1
240	0.02118677184	1
241	0.02112481872	1
242	0.0211134806	1
243	0.0210466308	1
244	0.02088135879	1
245	0.02054379416	1
246	0.02053455348	1
247	0.02045315034	1
248	0.02036740856	1
249	0.02027518872	1
250	0.0202042714	1
251	0.02011039858	1
252	0.020102212	1
253	0.02005761707	1
254	0.01987273845	1
255	0.01978940341	1
256	0.01960324036	1
257	0.01953085196	1
258	0.01949442925	1
259	0.01945529491	1
260	0.01942371066	1
261	0.01940036936	1
262	0.0193599107	1
263	0.01915616161	1
264	0.01908764403	1
265	0.01905771864	1
266	0.01900049117	1
267	0.01899251523	1
268	0.01897385627	1
269	0.01887630805	1
270	0.01882526805	1
271	0.01860012401	1
272	0.01841867561	1
273	0.01832958267	1
274	0.01831497705	1
275	0.01816508073	1
276	0.01801768092	1
277	0.01791979232	1
278	0.01789645196	1
279	0.01775191584	1
280	0.01758410639	1
281	0.01753604941	1
282	0.0174855226	1
283	0.01744045236	1
284	0.01726110436	1
285	0.0172181481	1
286	0.01719383658	1
287	0.01718955086	1
288	0.01716079193	1
289	0.01705696764	1
290	0.01703098953	1
291	0.01701124938	1
292	0.0169955137	1
293	0.01677752412	1
294	0.01670919948	1
295	0.01667352002	1
296	0.01666865671	1
297	0.0165256196	1
298	0.01647474843	1
299	0.01641269486	1
300	0.01636785633	1
301	0.01609289475	1
302	0.01602649213	1
303	0.01601339531	1
304	0.01592396224	1
305	0.01589312197	1
306	0.01584012981	1
307	0.01582747828	1
308	0.01574891911	1
309	0.01570033637	1
310	0.01559733578	1
311	0.0155727907	1
312	0.01556507027	1
313	0.0154332031	1
314	0.01542851525	1
315	0.01529741837	1
316	0.01526918487	1
317	0.01522969654	1
318	0.01521767603	1
319	0.01507556802	1
320	0.01503836511	1
321	0.01500254262	1
322	0.01494799276	1
323	0.01485778906	1
324	0.01475572311	1
325	0.01474065824	1
326	0.01471721127	1
327	0.0146916706	1
328	0.01457667734	1
329	0.01446578248	1
330	0.01439421219	1
331	0.01430901998	1
332	0.01423045643	1
333	0.01421094579	1
334	0.01415573008	1
335	0.01414149904	1
336	0.01411191227	1
337	0.01406189122	1
338	0.01400363727	1
339	0.01396123426	1
340	0.01390402747	1
341	0.01389341203	1
342	0.01386980569	1
343	0.01385037431	1
344	0.01381701971	1
345	0.01366180974	1
346	0.01364699401	1
347	0.01360346725	1
348	0.013502987	1
349	0.0134859398	1
350	0.01344357017	1
351	0.01333921414	1
352	0.01331896857	1
353	0.01329660833	1
354	0.01329011235	1
355	0.01326195452	1
356	0.01317644362	1
357	0.01308731645	1
358	0.01305424898	1
359	0.01303875639	1
360	0.01297212011	1
361	0.01296544161	1
362	0.01294222026	1
363	0.0128854457	1
364	0.01280786024	1
365	0.01277268425	1
366	0.01275394037	1
367	0.01273711581	1
368	0.01271132306	1
369	0.01268918687	1
370	0.01264781218	1
371	0.01262468168	1
372	0.0125996093	1
373	0.01255133853	1
374	0.01254212244	1
375	0.0125300625	1
376	0.01249969347	1
377	0.01240621533	1
378	0.01239939006	1
379	0.01225920243	1
380	0.01221990647	1
381	0.01221368669	1
382	0.01218704235	1
383	0.01216445996	1
384	0.01214960925	1
385	0.01213339865	1
386	0.01208469263	1
387	0.01204686406	1
388	0.01193297155	1
389	0.01192556168	1
390	0.01190367645	1
391	0.01181375151	1
392	0.0118024661	1
393	0.011779503	1
394	0.0117207171	1
395	0.01170902451	1
396	0.0116835071	1
397	0.01166656316	1
398	0.0116241998	1
399	0.0115879837	1
400	0.01151653037	1
401	0.01150065303	1
402	0.01148879053	1
403	0.0114666365	1
404	0.01140400255	1
405	0.01132410062	1
406	0.01130809476	1
407	0.01130375551	1
408	0.01125415937	1
409	0.01118292487	1
410	0.01111867692	1
411	0.01110598628	1
412	0.01109565386	1
413	0.01097504182	1
414	0.01094907351	1
415	0.01093373369	1
416	0.01092471593	1
417	0.01089087714	1
418	0.01087964097	1
419	0.01077717848	1
420	0.01077444363	1
421	0.01075818388	1
422	0.01071610143	1
423	0.01070922242	1
424	0.01066014827	1
425	0.01064444376	1
426	0.01062024021	1
427	0.01061239465	1
428	0.01057606785	1
429	0.01057191637	1
430	0.01055108638	1
431	0.01051722033	1
432	0.01039418269	1
433	0.01038656083	1
434	0.01038190867	1
435	0.01037525981	1
436	0.01036482279	1
437	0.0103427129	1
438	0.01033870598	1
439	0.01032698913	1
440	0.01028473052	1
441	0.01026194566	1
442	0.01024402496	1
443	0.01023476741	1
444	0.01023068893	1
445	0.01020275783	1
446	0.01019578123	1
447	0.01017622047	1
448	0.01015952626	1
449	0.01011492166	1
450	0.01007339181	1
451	0.01006712514	1
452	0.01005601617	1
453	0.01004584596	1
454	0.009986428151	1
455	0.009969956475	1
456	0.009937844352	1
457	0.009909822266	1
458	0.009900270115	1
459	0.009894305893	1
460	0.009861505543	1
461	0.00980053746	1
462	0.009780886401	1
463	0.00976076395	1
464	0.009693173564	1
465	0.009686971981	1
466	0.009661755767	1
467	0.009627289414	1
468	0.009623781237	1
469	0.009611283235	1
470	0.009607794685	1
471	0.009597092001	1
472	0.009594553184	1
473	0.009583963528	1
474	0.009566654777	1
475	0.009490586411	1
476	0.009489171592	1
477	0.009403156931	1
478	0.009384806749	1
479	0.009375269755	1
480	0.009363299657	1
481	0.009296230102	1
482	0.009290754309	1
483	0.009198006134	1
484	0.009141142556	1
485	0.009124181485	1
486	0.009101576038	1
487	0.00909054215	1
488	0.0090779106	1
489	0.009070714268	1
490	0.009053978033	1
491	0.009026624259	1
492	0.008998909007	1
493	0.008968416998	1
494	0.008907156048	1
495	0.008904386508	1
496	0.008897991197	1
497	0.008842405937	1
498	0.008837303781	1
499	0.008795671057	1
500	0.008768825798	1
501	0.008748209617	1
502	0.008743601951	1
503	0.008723421757	1
504	0.008718137919	1
505	0.008712179071	1
506	0.00871022357	1
507	0.008706248213	1
508	0.008670787664	1
509	0.008651365454	1
510	0.008642330815	1
511	0.008629532979	1
512	0.008623433461	1
513	0.008618169648	1
514	0.008609239326	1
515	0.008586153154	1
516	0.008580880169	1
517	0.008534742127	1
518	0.008511599807	1
519	0.008508722313	1
520	0.008480017444	1
521	0.008477448653	1
522	0.008462871122	1
523	0.008451132751	1
524	0.008443590736	1
525	0.008427951159	1
526	0.008377309808	1
527	0.008373219931	1
528	0.008368120396	1
529	0.008342467771	1
530	0.008335666387	1
531	0.008332386289	1
532	0.008325393613	1
533	0.00832435553	1
534	0.008322277989	1
535	0.008316117712	1
536	0.008264978292	1
537	0.008243744146	1
538	0.008221163203	1
539	0.00821141185	1
540	0.008209470793	1
541	0.008190900535	1
542	0.008182437953	1
543	0.008179150949	1
544	0.008176318335	1
545	0.008169521914	1
546	0.008166377648	1
547	0.008147488249	1
548	0.008115560538	1
549	0.008079005339	1
550	0.007995926808	1
551	0.007975046883	1
552	0.00794637104	1
553	0.007939957969	1
554	0.007910137157	1
555	0.007905791999	1
556	0.007896252391	1
557	0.007894493388	1
558	0.007855313908	1
559	0.007853452505	1
560	0.007851181156	1
561	0.007844063255	1
562	0.00783624241	1
563	0.007823700549	1
564	0.007819431423	1
565	0.007796496126	1
566	0.007776589044	1
567	0.00775009815	1
568	0.007732358345	1
569	0.007684347814	1
570	0.007646043417	1
571	0.007637180566	1
572	0.00760228209	1
573	0.007577527635	1
574	0.007573666338	1
575	0.007560413657	1
576	0.007558264783	1
577	0.007543575689	1
578	0.007530028611	1
579	0.007520754628	1
580	0.007517138314	1
581	0.007509604889	1
582	0.007503302972	1
583	0.00746958329	1
584	0.007466573106	1
585	0.007464038198	1
586	0.007455008354	1
587	0.007452956565	1
588	0.007411571532	1
589	0.007335702323	1
590	0.007310429275	1
591	0.007301418595	1
592	0.007291317464	1
593	0.007280534749	1
594	0.007260228964	1
595	0.007250906369	1
596	0.007238303863	1
597	0.007232752848	1
598	0.007222174901	1
599	0.007220894353	1
600	0.007210552996	1
601	0.007209312639	1
602	0.007205565824	1
603	0.007200742129	1
604	0.007183653332	1
605	0.007162344774	1
606	0.007159896869	1
607	0.007148362762	1
608	0.007130225241	1
609	0.007109229833	1
610	0.007099300926	1
611	0.00709520985	1
612	0.007090382699	1
613	0.007083192647	1
614	0.007031838932	1
615	0.007013436705	1
616	0.006988795209	1
617	0.006980823555	1
618	0.006972822797	1
619	0.00694680209	1
620	0.006943094626	1
621	0.006936164979	1
622	0.006927587056	1
623	0.006884368614	1
624	0.006869239162	1
625	0.006864403974	1
626	0.006861132954	1
627	0.006841089698	1
628	0.0068378536	1
629	0.006835175577	1
630	0.006832702891	1
631	0.006829773258	1
632	0.006821408048	1
633	0.006798152102	1
634	0.006792665157	1
635	0.006783286206	1
636	0.006778184969	1
637	0.006775841009	1
638	0.006765580996	1
639	0.006762723198	1
640	0.006757277769	1
641	0.006754765555	1
642	0.006743548881	1
643	0.006741269972	1
644	0.00673960792	1
645	0.006737484444	1
646	0.006708987187	1
647	0.006701136719	1
648	0.006698271889	1
649	0.006692866793	1
650	0.006677977128	1
651	0.006660173227	1
652	0.006639745701	1
653	0.006637254779	1
654	0.006622335965	1
655	0.006612428996	1
656	0.006601171238	1
657	0.006593102654	1
658	0.006582706208	1
659	0.006577641924	1
660	0.006575486534	1
661	0.006560139671	1
662	0.006552699471	1
663	0.006539655634	1
664	0.006520876033	1
665	0.006517051498	1
666	0.006509660822	1
667	0.006508254098	1
668	0.006499182751	1
669	0.006495578389	1
670	0.00648768809	1
671	0.006477253104	1
672	0.006475223601	1
673	0.006465860027	1
674	0.006436534196	1
675	0.006435185835	1
676	0.006423935875	1
677	0.006418834692	1
678	0.006410707886	1
679	0.006408889766	1
680	0.006406650168	1
681	0.006402776753	1
682	0.00640152669	1
683	0.006394340794	1
684	0.006385910302	1
685	0.00637541616	1
686	0.0063335737	1
687	0.006314593816	1
688	0.006298028803	1
689	0.006276361396	1
690	0.006263655926	1
691	0.006244115513	1
692	0.006241461852	1
693	0.006237615109	1
694	0.006209175838	1
695	0.006208120039	1
696	0.006201373167	1
697	0.00618523592	1
698	0.006180681674	1
699	0.006155607642	1
700	0.006154509716	1
701	0.006146601791	1
702	0.006144034877	1
703	0.006136026613	1
704	0.00612829176	1
705	0.006106429065	1
706	0.006100200274	1
707	0.006097757637	1
708	0.006086539036	1
709	0.006084225814	1
710	0.006061407888	1
711	0.006057447817	1
712	0.006048407065	1
713	0.006042757602	1
714	0.006018346756	1
715	0.006015659847	1
716	0.006013518242	1
717	0.006007915278	1
718	0.005989111418	1
719	0.005974654529	1
720	0.005973845093	1
721	0.005973189477	1
722	0.005968353006	1
723	0.005960491527	1
724	0.005927331595	1
725	0.005920112748	1
726	0.005918328224	1
727	0.005917567544	1
728	0.005914004669	1
729	0.005913094842	1
730	0.005905892562	1
731	0.005890160703	1
732	0.005885891701	1
733	0.005867629177	1
734	0.005864729165	1
735	0.005851134144	1
736	0.005848958241	1
737	0.005827166598	1
738	0.005823423842	1
739	0.005813874649	1
740	0.005810834387	1
741	0.005807534384	1
742	0.005802852083	1
743	0.005791671345	1
744	0.005790950884	1
745	0.005790358171	1
746	0.005788112606	1
747	0.005776015479	1
748	0.00576578566	1
749	0.00576485922	1
750	0.005756292584	1
751	0.005753885034	1
752	0.005750805949	1
753	0.005747830965	1
754	0.005741514976	1
755	0.0057409429	1
756	0.005736197312	1
757	0.005717778185	1
758	0.005715113165	1
759	0.005698699106	1
760	0.005689719207	1
761	0.005687405407	1
762	0.005680417937	1
763	0.005677109367	1
764	0.005665108116	1
765	0.005660430635	1
766	0.005651083655	1
767	0.005644233603	1
768	0.005624267531	1
769	0.005604062882	1
770	0.005599020682	1
771	0.005597002522	1
772	0.005581428504	1
773	0.005578520183	1
774	0.005572059124	1
775	0.005565957388	1
776	0.00555935122	1
777	0.005551439577	1
778	0.005548975088	1
779	0.005538034052	1
780	0.00553509602	1
781	0.005530287459	1
782	0.005528510017	1
783	0.005516910421	1
784	0.00551040129	1
785	0.00550917604	1
786	0.005501431506	1
787	0.005494146534	1
788	0.005484346753	1
789	0.005474825976	1
790	0.00546893776	1
791	0.005464121956	1
792	0.005458419294	1
793	0.005448721576	1
794	0.00544294399	1
795	0.005435733933	1
796	0.005433570516	1
797	0.005426051138	1
798	0.005424034609	1
799	0.005417525923	1
800	0.005416975581	1
801	0.00540826387	1
802	0.00540449799	1
803	0.005370759757	1
804	0.005365137837	1
805	0.005363086361	1
806	0.00535976163	1
807	0.005358437803	1
808	0.005353233017	1
809	0.005348526737	1
810	0.005343462555	1
811	0.00533320285	1
812	0.005331559787	1
813	0.005312000598	1
814	0.005308435967	1
815	0.005306594826	1
816	0.005296041783	1
817	0.005294673441	1
818	0.005292365212	1
819	0.005281380062	1
820	0.005279216713	1
821	0.005267520313	1
822	0.005262571043	1
823	0.005253313535	1
824	0.00525241174	1
825	0.005249968189	1
826	0.005244922766	1
827	0.005243973179	1
828	0.005238027587	1
829	0.005237600112	1
830	0.005231422143	1
831	0.005222879629	1
832	0.005189835389	1
833	0.005185578076	1
834	0.005180496122	1
835	0.005155371643	1
836	0.005154874986	1
837	0.005137450507	1
838	0.005135692029	1
839	0.005134026188	1
840	0.005133154515	1
841	0.005130838551	1
842	0.005128853803	1
843	0.005124217968	1
844	0.005122919791	1
845	0.005120151423	1
846	0.005110482529	1
847	0.005109991688	1
848	0.005109250406	1
849	0.005096556328	1
850	0.005066620359	1
851	0.005063723325	1
852	0.005054469662	1
853	0.005053161552	1
854	0.005051842254	1
855	0.005050309297	1
856	0.005037409172	1
857	0.005035883039	1
858	0.005009568586	1
859	0.00500679446	1
860	0.005004578413	1
861	0.005004141161	1
862	0.004992026852	1
863	0.004984334819	1
864	0.004982702579	1
865	0.004977951918	1
866	0.004974604829	1
867	0.004973994067	1
868	0.004959488491	1
869	0.004955780278	1
870	0.004954738911	1
871	0.004952115813	1
872	0.004949262466	1
873	0.00494438474	1
874	0.004933942386	1
875	0.00493342757	1
876	0.004926331428	1
877	0.004924062182	1
878	0.004917863443	1
879	0.004917195903	1
880	0.004913973718	1
881	0.004900773332	1
882	0.004890751945	1
883	0.00488914627	1
884	0.004882466652	1
885	0.00487817461	1
886	0.004874041927	1
887	0.004866743753	1
888	0.004860072497	1
889	0.004856626656	1
890	0.00485161788	1
891	0.004845687748	1
892	0.004839327681	1
893	0.004838628994	1
894	0.004833920492	1
895	0.004821206484	1
896	0.004814521224	1
897	0.004808196583	1
898	0.004802801956	1
899	0.004794828723	1
900	0.004784091825	1
901	0.004782260955	1
902	0.004780163018	1
903	0.004773901211	1
904	0.004769865849	1
905	0.004759768354	1
906	0.004755221573	1
907	0.00475378386	1
908	0.004751892133	1
909	0.004750572771	1
910	0.004745367367	1
911	0.004745029669	1
912	0.004720344431	1
913	0.004718226107	1
914	0.004712531798	1
915	0.004705734772	1
916	0.004699434419	1
917	0.004693941731	1
918	0.004691192026	1
919	0.00468438469	1
920	0.004680542266	1
921	0.004673097598	1
922	0.004660820537	1
923	0.004657891207	1
924	0.004657463168	1
925	0.004648499503	1
926	0.004648107326	1
927	0.004645760218	1
928	0.004642593892	1
929	0.004641232008	1
930	0.004638074856	1
931	0.00463288072	1
932	0.004630732454	1
933	0.004626088495	1
934	0.004625378752	1
935	0.004618761397	1
936	0.00461721008	1
937	0.004615215415	1
938	0.00461328394	1
939	0.004611988439	1
940	0.004603770659	1
941	0.004600508084	1
942	0.004597904028	1
943	0.004594091373	1
944	0.00458363112	1
945	0.004578442603	1
946	0.004577203256	1
947	0.004572485098	1
948	0.004569421365	1
949	0.004550512972	1
950	0.00453593975	1
951	0.004531899316	1
952	0.004529297518	1
953	0.004527706906	1
954	0.004527304103	1
955	0.004525854725	1
956	0.004515336341	1
957	0.00451498635	1
958	0.004510315185	1
959	0.004507398277	1
960	0.004506071075	1
961	0.004499348575	1
962	0.00449743455	1
963	0.004488080673	1
964	0.004483720612	1
965	0.00447753295	1
966	0.004473886022	1
967	0.004472508445	1
968	0.00446081311	1
969	0.004439409556	1
970	0.004435559761	1
971	0.004432485054	1
972	0.004429539664	1
973	0.004427784011	1
974	0.004426673348	1
975	0.004421531332	1
976	0.00442017206	1
977	0.004417313441	1
978	0.00441640583	1
979	0.004413675081	1
980	0.004412423623	1
981	0.004399907129	1
982	0.0043993502	1
983	0.004380352173	1
984	0.004376261775	1
985	0.004375430833	1
986	0.004371165487	1
987	0.004364437315	1
988	0.004360833973	1
989	0.004354431153	1
990	0.004354049033	1
991	0.004352308581	1
992	0.004346313933	1
993	0.004342483395	1
994	0.004341933685	1
995	0.004327956872	1
996	0.004325367705	1
997	0.004324043147	1
998	0.004316042198	1
999	0.004313803952	1
